pair_id,incident_id,attack_type,attack_category,outcome_summary,observed_behaviour,atom_full_id,standard,control_id,control_name,atom_key,atom_claim,label_hint,label,evidence_note
INC-003-B__ISO.12.4.1.a,INC-003-B,DDoS-ICMP_Flood,DDoS,"The 17-minute SIEM blackout represents an audit control gap — activity in an ePHI-handling system was not recorded for 17 minutes, violating HIPAA §164.312(b) Audit Controls. No direct ePHI exfiltrati…","At 01:55 UTC during a minimal-staffing night shift, 194,938 observed flows of ICMP echo requests arrived from 39 distributed source IPs across 9 ASNs, with a mean packet rate of 483,110 packets per second and a peak of 1,321,810 packets per second (matching the CICIoMT2024 DDoS-ICMP1 profile). The IntelliSpace appliance's kernel interrupt handler consumed 94% of both CPU cores within 8 seconds of the onset, rendering the appliance unable to respond to NTP synchronisation packets. By 01:55:22 UTC…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-003-B__ISO.12.4.1.b,INC-003-B,DDoS-ICMP_Flood,DDoS,"The 17-minute SIEM blackout represents an audit control gap — activity in an ePHI-handling system was not recorded for 17 minutes, violating HIPAA §164.312(b) Audit Controls. No direct ePHI exfiltrati…","At 01:55 UTC during a minimal-staffing night shift, 194,938 observed flows of ICMP echo requests arrived from 39 distributed source IPs across 9 ASNs, with a mean packet rate of 483,110 packets per second and a peak of 1,321,810 packets per second (matching the CICIoMT2024 DDoS-ICMP1 profile). The IntelliSpace appliance's kernel interrupt handler consumed 94% of both CPU cores within 8 seconds of the onset, rendering the appliance unable to respond to NTP synchronisation packets. By 01:55:22 UTC…",ISO.12.4.1.b,ISO 27002,ISO.12.4.1,Event Logging,b,The organization shall produce event logs recording exceptions.,Y,,
INC-004-B__HIPAA.164.312.b.b,INC-004-B,DDoS-UDP_Flood,DDoS,One patient fall directly attributable to alarm failure during DDoS outage; fall incident report (ePHI) created. Network-level ePHI exfiltration: none. Causal harm: patient injury and associated ePHI …,"At 22:14 UTC, a distributed UDP flood targeting port 5060 (SIP/VoIP) produced 206,170 observed flows from 52 source IPs at a mean rate of 741,818 packets per second (peak: 3,294,967 pkt/s — consistent with the CICIoMT2024 DDoS-UDP1 profile). The nurse call gateway, which routes audio and alert signals for a 48-bed ward, became unreachable within 3 seconds. For the 28-minute outage, nurse call alerts (including one bed-exit alarm for a fall-risk patient and two cardiac monitor alarms) could not r…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-004-B__HIPAA.164.312.c.1.a,INC-004-B,DDoS-UDP_Flood,DDoS,One patient fall directly attributable to alarm failure during DDoS outage; fall incident report (ePHI) created. Network-level ePHI exfiltration: none. Causal harm: patient injury and associated ePHI …,"At 22:14 UTC, a distributed UDP flood targeting port 5060 (SIP/VoIP) produced 206,170 observed flows from 52 source IPs at a mean rate of 741,818 packets per second (peak: 3,294,967 pkt/s — consistent with the CICIoMT2024 DDoS-UDP1 profile). The nurse call gateway, which routes audio and alert signals for a 48-bed ward, became unreachable within 3 seconds. For the 28-minute outage, nurse call alerts (including one bed-exit alarm for a fall-risk patient and two cardiac monitor alarms) could not r…",HIPAA.164.312.c.1.a,HIPAA,HIPAA.164.312.c.1,Integrity — Standard,a,The covered entity shall implement policies to protect ePHI from improper alteration.,Y,,
INC-004-B__HIPAA.164.312.e.1.a,INC-004-B,DDoS-UDP_Flood,DDoS,One patient fall directly attributable to alarm failure during DDoS outage; fall incident report (ePHI) created. Network-level ePHI exfiltration: none. Causal harm: patient injury and associated ePHI …,"At 22:14 UTC, a distributed UDP flood targeting port 5060 (SIP/VoIP) produced 206,170 observed flows from 52 source IPs at a mean rate of 741,818 packets per second (peak: 3,294,967 pkt/s — consistent with the CICIoMT2024 DDoS-UDP1 profile). The nurse call gateway, which routes audio and alert signals for a 48-bed ward, became unreachable within 3 seconds. For the 28-minute outage, nurse call alerts (including one bed-exit alarm for a fall-risk patient and two cardiac monitor alarms) could not r…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-004-B__ISO.12.4.1.a,INC-004-B,DDoS-UDP_Flood,DDoS,One patient fall directly attributable to alarm failure during DDoS outage; fall incident report (ePHI) created. Network-level ePHI exfiltration: none. Causal harm: patient injury and associated ePHI …,"At 22:14 UTC, a distributed UDP flood targeting port 5060 (SIP/VoIP) produced 206,170 observed flows from 52 source IPs at a mean rate of 741,818 packets per second (peak: 3,294,967 pkt/s — consistent with the CICIoMT2024 DDoS-UDP1 profile). The nurse call gateway, which routes audio and alert signals for a 48-bed ward, became unreachable within 3 seconds. For the 28-minute outage, nurse call alerts (including one bed-exit alarm for a fall-risk patient and two cardiac monitor alarms) could not r…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-004-B__ISO.12.6.1.a,INC-004-B,DDoS-UDP_Flood,DDoS,One patient fall directly attributable to alarm failure during DDoS outage; fall incident report (ePHI) created. Network-level ePHI exfiltration: none. Causal harm: patient injury and associated ePHI …,"At 22:14 UTC, a distributed UDP flood targeting port 5060 (SIP/VoIP) produced 206,170 observed flows from 52 source IPs at a mean rate of 741,818 packets per second (peak: 3,294,967 pkt/s — consistent with the CICIoMT2024 DDoS-UDP1 profile). The nurse call gateway, which routes audio and alert signals for a 48-bed ward, became unreachable within 3 seconds. For the 28-minute outage, nurse call alerts (including one bed-exit alarm for a fall-risk patient and two cardiac monitor alarms) could not r…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-006-B__HIPAA.164.312.a.1.a,INC-006-B,DoS-TCP_Flood,DoS,Electronic audit trail for two controlled substance dispenses missing for 17 minutes. No patient ePHI was transmitted externally. Compliance gap: DEA 21 CFR Part 1304 and HIPAA §164.312(b) audit contr…,"At 14:03 UTC, a sustained TCP flood from 10.11.0.44 (a rogue device connected to the clinical Wi-Fi via a hidden access point discovered later) produced 51,847 observed flows over 17 minutes at a mean rate of 63,210 packets per second. The dispensing cabinet's management API, running on an embedded ARM SoC with 512 MB RAM, exhausted its TCP connection pool (maximum 256 connections) at 14:03:18 UTC. Pharmacists were unable to remotely verify cabinet inventory or override a locked medication drawe…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-006-B__HIPAA.164.312.a.1.e,INC-006-B,DoS-TCP_Flood,DoS,Electronic audit trail for two controlled substance dispenses missing for 17 minutes. No patient ePHI was transmitted externally. Compliance gap: DEA 21 CFR Part 1304 and HIPAA §164.312(b) audit contr…,"At 14:03 UTC, a sustained TCP flood from 10.11.0.44 (a rogue device connected to the clinical Wi-Fi via a hidden access point discovered later) produced 51,847 observed flows over 17 minutes at a mean rate of 63,210 packets per second. The dispensing cabinet's management API, running on an embedded ARM SoC with 512 MB RAM, exhausted its TCP connection pool (maximum 256 connections) at 14:03:18 UTC. Pharmacists were unable to remotely verify cabinet inventory or override a locked medication drawe…",HIPAA.164.312.a.1.e,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,e,The covered entity shall assign a unique name or number for identifying user identity.,Y,,
INC-006-B__HIPAA.164.312.b.a,INC-006-B,DoS-TCP_Flood,DoS,Electronic audit trail for two controlled substance dispenses missing for 17 minutes. No patient ePHI was transmitted externally. Compliance gap: DEA 21 CFR Part 1304 and HIPAA §164.312(b) audit contr…,"At 14:03 UTC, a sustained TCP flood from 10.11.0.44 (a rogue device connected to the clinical Wi-Fi via a hidden access point discovered later) produced 51,847 observed flows over 17 minutes at a mean rate of 63,210 packets per second. The dispensing cabinet's management API, running on an embedded ARM SoC with 512 MB RAM, exhausted its TCP connection pool (maximum 256 connections) at 14:03:18 UTC. Pharmacists were unable to remotely verify cabinet inventory or override a locked medication drawe…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-006-B__HIPAA.164.312.b.b,INC-006-B,DoS-TCP_Flood,DoS,Electronic audit trail for two controlled substance dispenses missing for 17 minutes. No patient ePHI was transmitted externally. Compliance gap: DEA 21 CFR Part 1304 and HIPAA §164.312(b) audit contr…,"At 14:03 UTC, a sustained TCP flood from 10.11.0.44 (a rogue device connected to the clinical Wi-Fi via a hidden access point discovered later) produced 51,847 observed flows over 17 minutes at a mean rate of 63,210 packets per second. The dispensing cabinet's management API, running on an embedded ARM SoC with 512 MB RAM, exhausted its TCP connection pool (maximum 256 connections) at 14:03:18 UTC. Pharmacists were unable to remotely verify cabinet inventory or override a locked medication drawe…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-006-B__HIPAA.164.312.b.c,INC-006-B,DoS-TCP_Flood,DoS,Electronic audit trail for two controlled substance dispenses missing for 17 minutes. No patient ePHI was transmitted externally. Compliance gap: DEA 21 CFR Part 1304 and HIPAA §164.312(b) audit contr…,"At 14:03 UTC, a sustained TCP flood from 10.11.0.44 (a rogue device connected to the clinical Wi-Fi via a hidden access point discovered later) produced 51,847 observed flows over 17 minutes at a mean rate of 63,210 packets per second. The dispensing cabinet's management API, running on an embedded ARM SoC with 512 MB RAM, exhausted its TCP connection pool (maximum 256 connections) at 14:03:18 UTC. Pharmacists were unable to remotely verify cabinet inventory or override a locked medication drawe…",HIPAA.164.312.b.c,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,c,The covered entity shall implement procedural mechanisms that record activity in information systems containing ePHI.,Y,,
INC-006-B__ISO.9.4.2.a,INC-006-B,DoS-TCP_Flood,DoS,Electronic audit trail for two controlled substance dispenses missing for 17 minutes. No patient ePHI was transmitted externally. Compliance gap: DEA 21 CFR Part 1304 and HIPAA §164.312(b) audit contr…,"At 14:03 UTC, a sustained TCP flood from 10.11.0.44 (a rogue device connected to the clinical Wi-Fi via a hidden access point discovered later) produced 51,847 observed flows over 17 minutes at a mean rate of 63,210 packets per second. The dispensing cabinet's management API, running on an embedded ARM SoC with 512 MB RAM, exhausted its TCP connection pool (maximum 256 connections) at 14:03:18 UTC. Pharmacists were unable to remotely verify cabinet inventory or override a locked medication drawe…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-006-B__ISO.12.4.1.a,INC-006-B,DoS-TCP_Flood,DoS,Electronic audit trail for two controlled substance dispenses missing for 17 minutes. No patient ePHI was transmitted externally. Compliance gap: DEA 21 CFR Part 1304 and HIPAA §164.312(b) audit contr…,"At 14:03 UTC, a sustained TCP flood from 10.11.0.44 (a rogue device connected to the clinical Wi-Fi via a hidden access point discovered later) produced 51,847 observed flows over 17 minutes at a mean rate of 63,210 packets per second. The dispensing cabinet's management API, running on an embedded ARM SoC with 512 MB RAM, exhausted its TCP connection pool (maximum 256 connections) at 14:03:18 UTC. Pharmacists were unable to remotely verify cabinet inventory or override a locked medication drawe…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-009-B__HIPAA.164.312.a.1.a,INC-009-B,Recon-Ping_Sweep,Recon,Ping sweep itself: no direct ePHI exposure. Subsequent exploitation (enabled by the undetected sweep) resulted in exfiltration of 14 patient medication records. Root cause: IDS rule suppression elimin…,"At 03:14 UTC, 740 observed ICMP echo-request flows swept the IoMT /22 subnet from 10.99.0.11 (later attributed to a compromised building automation controller). The sweep used a mean flow rate of 1,164.2 packets per second (peak 118,249.9 pkt/s) and completed within 38 seconds, mapping 312 live hosts. The sweep was not detected — the IDS ICMP sweep rule (SID 1-478) had been suppressed for the IoMT VLAN to reduce alert fatigue from legitimate network health probes. No alert was raised. Three days…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-009-B__HIPAA.164.312.b.a,INC-009-B,Recon-Ping_Sweep,Recon,Ping sweep itself: no direct ePHI exposure. Subsequent exploitation (enabled by the undetected sweep) resulted in exfiltration of 14 patient medication records. Root cause: IDS rule suppression elimin…,"At 03:14 UTC, 740 observed ICMP echo-request flows swept the IoMT /22 subnet from 10.99.0.11 (later attributed to a compromised building automation controller). The sweep used a mean flow rate of 1,164.2 packets per second (peak 118,249.9 pkt/s) and completed within 38 seconds, mapping 312 live hosts. The sweep was not detected — the IDS ICMP sweep rule (SID 1-478) had been suppressed for the IoMT VLAN to reduce alert fatigue from legitimate network health probes. No alert was raised. Three days…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-009-B__HIPAA.164.312.b.b,INC-009-B,Recon-Ping_Sweep,Recon,Ping sweep itself: no direct ePHI exposure. Subsequent exploitation (enabled by the undetected sweep) resulted in exfiltration of 14 patient medication records. Root cause: IDS rule suppression elimin…,"At 03:14 UTC, 740 observed ICMP echo-request flows swept the IoMT /22 subnet from 10.99.0.11 (later attributed to a compromised building automation controller). The sweep used a mean flow rate of 1,164.2 packets per second (peak 118,249.9 pkt/s) and completed within 38 seconds, mapping 312 live hosts. The sweep was not detected — the IDS ICMP sweep rule (SID 1-478) had been suppressed for the IoMT VLAN to reduce alert fatigue from legitimate network health probes. No alert was raised. Three days…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-009-B__HIPAA.164.312.e.1.a,INC-009-B,Recon-Ping_Sweep,Recon,Ping sweep itself: no direct ePHI exposure. Subsequent exploitation (enabled by the undetected sweep) resulted in exfiltration of 14 patient medication records. Root cause: IDS rule suppression elimin…,"At 03:14 UTC, 740 observed ICMP echo-request flows swept the IoMT /22 subnet from 10.99.0.11 (later attributed to a compromised building automation controller). The sweep used a mean flow rate of 1,164.2 packets per second (peak 118,249.9 pkt/s) and completed within 38 seconds, mapping 312 live hosts. The sweep was not detected — the IDS ICMP sweep rule (SID 1-478) had been suppressed for the IoMT VLAN to reduce alert fatigue from legitimate network health probes. No alert was raised. Three days…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-009-B__ISO.9.4.2.a,INC-009-B,Recon-Ping_Sweep,Recon,Ping sweep itself: no direct ePHI exposure. Subsequent exploitation (enabled by the undetected sweep) resulted in exfiltration of 14 patient medication records. Root cause: IDS rule suppression elimin…,"At 03:14 UTC, 740 observed ICMP echo-request flows swept the IoMT /22 subnet from 10.99.0.11 (later attributed to a compromised building automation controller). The sweep used a mean flow rate of 1,164.2 packets per second (peak 118,249.9 pkt/s) and completed within 38 seconds, mapping 312 live hosts. The sweep was not detected — the IDS ICMP sweep rule (SID 1-478) had been suppressed for the IoMT VLAN to reduce alert fatigue from legitimate network health probes. No alert was raised. Three days…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-009-B__ISO.12.4.1.a,INC-009-B,Recon-Ping_Sweep,Recon,Ping sweep itself: no direct ePHI exposure. Subsequent exploitation (enabled by the undetected sweep) resulted in exfiltration of 14 patient medication records. Root cause: IDS rule suppression elimin…,"At 03:14 UTC, 740 observed ICMP echo-request flows swept the IoMT /22 subnet from 10.99.0.11 (later attributed to a compromised building automation controller). The sweep used a mean flow rate of 1,164.2 packets per second (peak 118,249.9 pkt/s) and completed within 38 seconds, mapping 312 live hosts. The sweep was not detected — the IDS ICMP sweep rule (SID 1-478) had been suppressed for the IoMT VLAN to reduce alert fatigue from legitimate network health probes. No alert was raised. Three days…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-009-B__ISO.12.6.1.a,INC-009-B,Recon-Ping_Sweep,Recon,Ping sweep itself: no direct ePHI exposure. Subsequent exploitation (enabled by the undetected sweep) resulted in exfiltration of 14 patient medication records. Root cause: IDS rule suppression elimin…,"At 03:14 UTC, 740 observed ICMP echo-request flows swept the IoMT /22 subnet from 10.99.0.11 (later attributed to a compromised building automation controller). The sweep used a mean flow rate of 1,164.2 packets per second (peak 118,249.9 pkt/s) and completed within 38 seconds, mapping 312 live hosts. The sweep was not detected — the IDS ICMP sweep rule (SID 1-478) had been suppressed for the IoMT VLAN to reduce alert fatigue from legitimate network health probes. No alert was raised. Three days…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-010-B__HIPAA.164.312.a.1.a,INC-010-B,Recon-Vulnerability_Scan,Recon,"No ePHI exposed during the scan itself. Partial control gap: factory-default SNMP community string ('public') enabled unauthenticated enumeration of device firmware versions, facilitating future CVE i…","At 10:29 UTC, 2,173 observed flows targeting the ECG monitor management VLAN originated from 172.20.4.88 — a biomedical engineering workstation running an unauthorised copy of Nessus Essentials (free tier, not approved for clinical VLANs). The scan used a mean rate of 97.5 packets per second (peak 11,401.6 pkt/s) and ran for 22 minutes. Nessus identified 7 open ports across the 12 ECG monitors; 4 devices responded to authenticated SNMP v2c queries using the community string 'public', which was t…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-010-B__HIPAA.164.312.a.1.c,INC-010-B,Recon-Vulnerability_Scan,Recon,"No ePHI exposed during the scan itself. Partial control gap: factory-default SNMP community string ('public') enabled unauthenticated enumeration of device firmware versions, facilitating future CVE i…","At 10:29 UTC, 2,173 observed flows targeting the ECG monitor management VLAN originated from 172.20.4.88 — a biomedical engineering workstation running an unauthorised copy of Nessus Essentials (free tier, not approved for clinical VLANs). The scan used a mean rate of 97.5 packets per second (peak 11,401.6 pkt/s) and ran for 22 minutes. Nessus identified 7 open ports across the 12 ECG monitors; 4 devices responded to authenticated SNMP v2c queries using the community string 'public', which was t…",HIPAA.164.312.a.1.c,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,c,The covered entity shall allow access only to persons who have been granted access rights.,Y,,
INC-010-B__HIPAA.164.312.b.a,INC-010-B,Recon-Vulnerability_Scan,Recon,"No ePHI exposed during the scan itself. Partial control gap: factory-default SNMP community string ('public') enabled unauthenticated enumeration of device firmware versions, facilitating future CVE i…","At 10:29 UTC, 2,173 observed flows targeting the ECG monitor management VLAN originated from 172.20.4.88 — a biomedical engineering workstation running an unauthorised copy of Nessus Essentials (free tier, not approved for clinical VLANs). The scan used a mean rate of 97.5 packets per second (peak 11,401.6 pkt/s) and ran for 22 minutes. Nessus identified 7 open ports across the 12 ECG monitors; 4 devices responded to authenticated SNMP v2c queries using the community string 'public', which was t…",HIPAA.164.312.b.a,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,a,The covered entity shall implement hardware mechanisms that record activity in information systems containing ePHI.,Y,,
INC-010-B__HIPAA.164.312.b.b,INC-010-B,Recon-Vulnerability_Scan,Recon,"No ePHI exposed during the scan itself. Partial control gap: factory-default SNMP community string ('public') enabled unauthenticated enumeration of device firmware versions, facilitating future CVE i…","At 10:29 UTC, 2,173 observed flows targeting the ECG monitor management VLAN originated from 172.20.4.88 — a biomedical engineering workstation running an unauthorised copy of Nessus Essentials (free tier, not approved for clinical VLANs). The scan used a mean rate of 97.5 packets per second (peak 11,401.6 pkt/s) and ran for 22 minutes. Nessus identified 7 open ports across the 12 ECG monitors; 4 devices responded to authenticated SNMP v2c queries using the community string 'public', which was t…",HIPAA.164.312.b.b,HIPAA,HIPAA.164.312.b,Audit Controls — Standard,b,The covered entity shall implement software mechanisms that record activity in information systems containing ePHI.,Y,,
INC-010-B__ISO.9.4.2.a,INC-010-B,Recon-Vulnerability_Scan,Recon,"No ePHI exposed during the scan itself. Partial control gap: factory-default SNMP community string ('public') enabled unauthenticated enumeration of device firmware versions, facilitating future CVE i…","At 10:29 UTC, 2,173 observed flows targeting the ECG monitor management VLAN originated from 172.20.4.88 — a biomedical engineering workstation running an unauthorised copy of Nessus Essentials (free tier, not approved for clinical VLANs). The scan used a mean rate of 97.5 packets per second (peak 11,401.6 pkt/s) and ran for 22 minutes. Nessus identified 7 open ports across the 12 ECG monitors; 4 devices responded to authenticated SNMP v2c queries using the community string 'public', which was t…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
INC-010-B__ISO.12.4.1.a,INC-010-B,Recon-Vulnerability_Scan,Recon,"No ePHI exposed during the scan itself. Partial control gap: factory-default SNMP community string ('public') enabled unauthenticated enumeration of device firmware versions, facilitating future CVE i…","At 10:29 UTC, 2,173 observed flows targeting the ECG monitor management VLAN originated from 172.20.4.88 — a biomedical engineering workstation running an unauthorised copy of Nessus Essentials (free tier, not approved for clinical VLANs). The scan used a mean rate of 97.5 packets per second (peak 11,401.6 pkt/s) and ran for 22 minutes. Nessus identified 7 open ports across the 12 ECG monitors; 4 devices responded to authenticated SNMP v2c queries using the community string 'public', which was t…",ISO.12.4.1.a,ISO 27002,ISO.12.4.1,Event Logging,a,The organization shall produce event logs recording user activities.,Y,,
INC-010-B__ISO.12.6.1.a,INC-010-B,Recon-Vulnerability_Scan,Recon,"No ePHI exposed during the scan itself. Partial control gap: factory-default SNMP community string ('public') enabled unauthenticated enumeration of device firmware versions, facilitating future CVE i…","At 10:29 UTC, 2,173 observed flows targeting the ECG monitor management VLAN originated from 172.20.4.88 — a biomedical engineering workstation running an unauthorised copy of Nessus Essentials (free tier, not approved for clinical VLANs). The scan used a mean rate of 97.5 packets per second (peak 11,401.6 pkt/s) and ran for 22 minutes. Nessus identified 7 open ports across the 12 ECG monitors; 4 devices responded to authenticated SNMP v2c queries using the community string 'public', which was t…",ISO.12.6.1.a,ISO 27002,ISO.12.6.1,Management of Technical Vulnerabilities,a,The organization shall obtain information about technical vulnerabilities of information systems in a timely fashion.,Y,,
INC-011-B__HIPAA.164.312.a.1.a,INC-011-B,Recon-OS_Scan,Recon,"19 patients' wearable telemetry (HR, SpO2, activity) accessible from the compromised gateway for approximately 48 hours. Breach confirmed. Root cause chain: OS fingerprint disclosed → CVE identified →…","At 06:47 UTC, 16,832 observed network flows from an external IP (185.220.101.4, a Tor exit node) swept the demilitarised zone containing patient wearable gateways at a mean rate of 148.1 packets per second (peak 90,366.6 pkt/s) over 29 minutes. The OS fingerprinting scan identified all three gateways as 'Linux 5.10 (Raspbian)' based on TCP window size, TTL, and SYN option field analysis. The gateways were directly internet-accessible on port 22 (SSH) — a configuration left in place for vendor re…",HIPAA.164.312.a.1.a,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,a,The covered entity shall implement technical policies for electronic information systems that maintain ePHI.,Y,,
INC-011-B__HIPAA.164.312.a.1.c,INC-011-B,Recon-OS_Scan,Recon,"19 patients' wearable telemetry (HR, SpO2, activity) accessible from the compromised gateway for approximately 48 hours. Breach confirmed. Root cause chain: OS fingerprint disclosed → CVE identified →…","At 06:47 UTC, 16,832 observed network flows from an external IP (185.220.101.4, a Tor exit node) swept the demilitarised zone containing patient wearable gateways at a mean rate of 148.1 packets per second (peak 90,366.6 pkt/s) over 29 minutes. The OS fingerprinting scan identified all three gateways as 'Linux 5.10 (Raspbian)' based on TCP window size, TTL, and SYN option field analysis. The gateways were directly internet-accessible on port 22 (SSH) — a configuration left in place for vendor re…",HIPAA.164.312.a.1.c,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,c,The covered entity shall allow access only to persons who have been granted access rights.,Y,,
INC-011-B__HIPAA.164.312.a.1.e,INC-011-B,Recon-OS_Scan,Recon,"19 patients' wearable telemetry (HR, SpO2, activity) accessible from the compromised gateway for approximately 48 hours. Breach confirmed. Root cause chain: OS fingerprint disclosed → CVE identified →…","At 06:47 UTC, 16,832 observed network flows from an external IP (185.220.101.4, a Tor exit node) swept the demilitarised zone containing patient wearable gateways at a mean rate of 148.1 packets per second (peak 90,366.6 pkt/s) over 29 minutes. The OS fingerprinting scan identified all three gateways as 'Linux 5.10 (Raspbian)' based on TCP window size, TTL, and SYN option field analysis. The gateways were directly internet-accessible on port 22 (SSH) — a configuration left in place for vendor re…",HIPAA.164.312.a.1.e,HIPAA,HIPAA.164.312.a.1,Access Control — Standard,e,The covered entity shall assign a unique name or number for identifying user identity.,Y,,
INC-011-B__HIPAA.164.312.d.a,INC-011-B,Recon-OS_Scan,Recon,"19 patients' wearable telemetry (HR, SpO2, activity) accessible from the compromised gateway for approximately 48 hours. Breach confirmed. Root cause chain: OS fingerprint disclosed → CVE identified →…","At 06:47 UTC, 16,832 observed network flows from an external IP (185.220.101.4, a Tor exit node) swept the demilitarised zone containing patient wearable gateways at a mean rate of 148.1 packets per second (peak 90,366.6 pkt/s) over 29 minutes. The OS fingerprinting scan identified all three gateways as 'Linux 5.10 (Raspbian)' based on TCP window size, TTL, and SYN option field analysis. The gateways were directly internet-accessible on port 22 (SSH) — a configuration left in place for vendor re…",HIPAA.164.312.d.a,HIPAA,HIPAA.164.312.d,Person or Entity Authentication — Standard,a,The covered entity shall implement procedures to verify that a person seeking access to ePHI is the one claimed.,Y,,
INC-011-B__HIPAA.164.312.e.1.a,INC-011-B,Recon-OS_Scan,Recon,"19 patients' wearable telemetry (HR, SpO2, activity) accessible from the compromised gateway for approximately 48 hours. Breach confirmed. Root cause chain: OS fingerprint disclosed → CVE identified →…","At 06:47 UTC, 16,832 observed network flows from an external IP (185.220.101.4, a Tor exit node) swept the demilitarised zone containing patient wearable gateways at a mean rate of 148.1 packets per second (peak 90,366.6 pkt/s) over 29 minutes. The OS fingerprinting scan identified all three gateways as 'Linux 5.10 (Raspbian)' based on TCP window size, TTL, and SYN option field analysis. The gateways were directly internet-accessible on port 22 (SSH) — a configuration left in place for vendor re…",HIPAA.164.312.e.1.a,HIPAA,HIPAA.164.312.e.1,Transmission Security — Standard,a,The covered entity shall implement technical security measures to guard against unauthorized access to ePHI being transmitted over an electronic communications network.,Y,,
INC-011-B__ISO.9.4.2.a,INC-011-B,Recon-OS_Scan,Recon,"19 patients' wearable telemetry (HR, SpO2, activity) accessible from the compromised gateway for approximately 48 hours. Breach confirmed. Root cause chain: OS fingerprint disclosed → CVE identified →…","At 06:47 UTC, 16,832 observed network flows from an external IP (185.220.101.4, a Tor exit node) swept the demilitarised zone containing patient wearable gateways at a mean rate of 148.1 packets per second (peak 90,366.6 pkt/s) over 29 minutes. The OS fingerprinting scan identified all three gateways as 'Linux 5.10 (Raspbian)' based on TCP window size, TTL, and SYN option field analysis. The gateways were directly internet-accessible on port 22 (SSH) — a configuration left in place for vendor re…",ISO.9.4.2.a,ISO 27002,ISO.9.4.2,Secure Log-on Procedures,a,The organization shall control access to systems by a secure log-on procedure where required.,Y,,
